GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1301225839,20260427,202604,2026,2026.3205,EDU,PROFESSOR,,,,,,EDU,,,,,,,,,,,,,1,070,070,07,2,7,3,1,3,3.60777058279371,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260427130000,https://thesun.ng/osezua-to-deliver-11th-oaustech-inaugural-lecture/
1301226297,20260427,202604,2026,2026.3205,NGA,NIGERIA,NGA,,,,,,,,EDU,COLLEGE,,,,,,EDU,,,0,042,042,04,1,1.9,2,1,2,3.60777058279371,4,"Okitipupa, Ondo, Nigeria",NI,NI48,191290,6.50475,4.78391,-2022693,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260427130000,https://thesun.ng/osezua-to-deliver-11th-oaustech-inaugural-lecture/
1301225853,20260427,202604,2026,2026.3205,EDU,PROFESSOR,,,,,,EDU,,,NGA,NIGERIA,NGA,,,,,,,,1,070,070,07,2,7,1,1,1,3.60777058279371,4,"Okitipupa, Ondo, Nigeria",NI,NI48,191290,6.50475,4.78391,-2022693,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260427130000,https://thesun.ng/osezua-to-deliver-11th-oaustech-inaugural-lecture/
1301241742,20260427,202604,2026,2026.3205,TGO,TOGO,TGO,,,,,,,,BEN,BENIN,BEN,,,,,,,,1,051,051,05,1,3.4,1,1,1,3.3587786259542,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260427144500,https://www.prurgent.com/2026-04-26/pressrelease475157.htm
1301275374,20260427,202604,2026,2026.3205,SEN,SENEGAL,SEN,,,,,,,,BEN,BENIN,BEN,,,,,,,,1,057,057,05,1,8,4,1,4,3.22580645161291,4,"Dakar, Dakar, Senegal",SG,SG01,,14.7367,-17.6339,-2266494,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260427183000,https://www.developingtelecoms.com/telecom-business/telecom-regulation/20159-togo-benin-and-senegal-launch-free-roaming.html
1301274441,20260427,202604,2026,2026.3205,BEN,BENIN,BEN,,,,,,,,SEN,SENEGAL,SEN,,,,,,,,1,057,057,05,1,8,1,1,1,3.22580645161291,4,"Dakar, Dakar, Senegal",SG,SG01,,14.7367,-17.6339,-2266494,4,"Dakar, Dakar, Senegal",SG,SG01,,14.7367,-17.6339,-2266494,1,Benin,BN,BN,,9.5,2.25,BN,20260427183000,https://www.developingtelecoms.com/telecom-business/telecom-regulation/20159-togo-benin-and-senegal-launch-free-roaming.html
1301296904,20260427,202604,2026,2026.3205,BUS,PRODUCER,,,,,,BUS,,,,,,,,,,,,,1,016,016,01,1,-2,10,1,10,-1.72413793103449,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260427211500,https://lanouvelletribune.info/2026/04/benin-face-a-la-flambee-les-producteurs-de-ciment-accusent-les-commercants-indelicats/
1301191342,20260427,202604,2026,2026.3205,BEN,BENIN,BEN,,,,,,,,GHA,GHANA,GHA,,,,,,,,1,043,043,04,1,2.8,2,1,2,-4.63576158940397,1,Benin,BN,BN,,9.5,2.25,BN,4,"Ntotroso, Ghana (general), Ghana",GH,GH00,190708,7.06959,-2.31802,-2077047,1,Benin,BN,BN,,9.5,2.25,BN,20260427084500,https://ghanaiantimes.com.gh/spiritualist-gets-3-years-for-fraud/
1301275373,20260427,202604,2026,2026.3205,SEN,SENEGAL,SEN,,,,,,,,BEN,BENIN,BEN,,,,,,,,1,057,057,05,1,8,1,1,1,3.22580645161291,4,"Dakar, Dakar, Senegal",SG,SG01,,14.7367,-17.6339,-2266494,4,"Dakar, Dakar, Senegal",SG,SG01,,14.7367,-17.6339,-2266494,1,Benin,BN,BN,,9.5,2.25,BN,20260427183000,https://www.developingtelecoms.com/telecom-business/telecom-regulation/20159-togo-benin-and-senegal-launch-free-roaming.html
1301250183,20260427,202604,2026,2026.3205,BEN,COTONOU,BEN,,,,,,,,,,,,,,,,,,1,020,020,02,1,3,20,1,20,-0.990099009900979,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260427154500,https://english.news.cn/africa/20260427/ec3da1777d5c45959787fb4a9878969f/c.html
1301191209,20260427,202604,2026,2026.3205,,,,,,,,,,,BEN,BENIN,BEN,,,,,,,,1,042,042,04,1,1.9,6,1,6,-4.63576158940397,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260427084500,https://ghanaiantimes.com.gh/spiritualist-gets-3-years-for-fraud/
1301191527,20260427,202604,2026,2026.3205,GHA,GHANA,GHA,,,,,,,,BEN,BENIN,BEN,,,,,,,,1,042,042,04,1,1.9,2,1,2,-4.63576158940397,4,"Ntotroso, Ghana (general), Ghana",GH,GH00,190708,7.06959,-2.31802,-2077047,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260427084500,https://ghanaiantimes.com.gh/spiritualist-gets-3-years-for-fraud/
1301176056,20260427,202604,2026,2026.3205,,,,,,,,,,,LAB,WORKER,,,,,,LAB,,,1,043,043,04,1,2.8,50,1,10,-6.89655172413793,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260427060000,https://www.zazoom.it/2026-04-26/operai-pagati-60-centesimi-a-capo-per-quattordici-ore-di-lavoro-al-giorno-2/19077027/
1301223516,20260427,202604,2026,2026.3205,BEN,BENIN,BEN,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,1,081,081,08,2,5,6,1,6,-5.56792873051225,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260427124500,https://allafrica.com/stories/202604270312.html
1301191532,20260427,202604,2026,2026.3205,GHA,ACCRA,GHA,,,,,,,,CHROFF020,SPIRITUALIST,,,,CHR,,,,,1,173,173,17,4,-5,3,1,3,-4.63576158940397,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260427084500,https://ghanaiantimes.com.gh/spiritualist-gets-3-years-for-fraud/
1301274442,20260427,202604,2026,2026.3205,BEN,BENIN,BEN,,,,,,,,SEN,SENEGAL,SEN,,,,,,,,1,057,057,05,1,8,4,1,4,3.22580645161291,1,Benin,BN,BN,,9.5,2.25,BN,4,"Dakar, Dakar, Senegal",SG,SG01,,14.7367,-17.6339,-2266494,1,Benin,BN,BN,,9.5,2.25,BN,20260427183000,https://www.developingtelecoms.com/telecom-business/telecom-regulation/20159-togo-benin-and-senegal-launch-free-roaming.html
1301225620,20260427,202604,2026,2026.3205,AFR,AFRICA,AFR,,,,,,,,,,,,,,,,,,1,051,051,05,1,3.4,4,1,4,3.60777058279371,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260427130000,https://thesun.ng/osezua-to-deliver-11th-oaustech-inaugural-lecture/
1301239418,20260427,202604,2026,2026.3205,GOV,CHIEF EXECUTIVE,,,,,,GOV,,,BEN,BENIN,BEN,,,,,,,,1,020,020,02,1,3,2,1,2,-6.06060606060606,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260427143000,https://pmnewsnigeria.com/2026/04/27/ndlea-intercepts-748kg-of-tramadol-arrests-suspects-in-edo/
1301162541,20260427,202604,2026,2026.3205,LEG,PARLIAMENT,,,,,,LEG,,,,,,,,,,,,,0,120,120,12,3,-4,10,1,10,-2.34159779614325,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260427031500,https://lanouvelletribune.info/2026/04/benin-lere-de-la-treve-politique-souvre/
1301191340,20260427,202604,2026,2026.3205,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,1,043,043,04,1,2.8,6,1,6,-4.63576158940397,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260427084500,https://ghanaiantimes.com.gh/spiritualist-gets-3-years-for-fraud/
1301277893,20260427,202604,2026,2026.3205,EUR,EUROPE,EUR,,,,,,,,BEN,BENIN,BEN,,,,,,,,1,080,080,08,2,5,10,1,10,-3.15398886827458,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260427183000,https://www.arib.info/index.php?option=com_content&task=view&id=23843&Itemid=138
1301294244,20260427,202604,2026,2026.3205,BENGOV,BENIN,BEN,,,,,GOV,,,MED,JOURNALIST,,,,,,MED,,,1,010,010,01,1,0,1,1,1,1.11248454882571,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260427210000,https://nigerianobservernews.com/2026/04/edo-seals-10m-tonne-cement-deal/
1301255593,20260427,202604,2026,2026.3205,EDU,INTELLECTUAL,,,,,,EDU,,,,,,,,,,,,,0,080,080,08,2,5,10,1,10,-0.35971223021583,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260427160000,http://french.china.org.cn/foreign/txt/2026-04/27/content_118466292.htm
1301176380,20260427,202604,2026,2026.3205,LAB,WORKER,,,,,,LAB,,,,,,,,,,,,,1,042,042,04,1,1.9,60,1,10,-6.89655172413792,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260427060000,https://www.zazoom.it/2026-04-26/operai-pagati-60-centesimi-a-capo-per-quattordici-ore-di-lavoro-al-giorno-2/19077027/
1301147947,20260427,202604,2026,2026.3205,BEN,BENIN,BEN,,,,,,,,NGA,NIGERIA,NGA,,,,,,,,0,190,190,19,4,-10,2,1,2,-3.63984674329502,1,Benin,BN,BN,,9.5,2.25,BN,5,"Anambra State, Anambra, Nigeria",NI,NI25,22646,6.33333,7,-1999834,1,Benin,BN,BN,,9.5,2.25,BN,20260427003000,https://thesun.ng/my-take-on-obi-kwankwaso-ticket/
1301250184,20260427,202604,2026,2026.3205,BEN,COTONOU,BEN,,,,,,,,,,,,,,,,,,1,190,190,19,4,-10,20,1,20,-0.990099009900979,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260427154500,https://english.news.cn/africa/20260427/ec3da1777d5c45959787fb4a9878969f/c.html
1301153648,20260427,202604,2026,2026.3205,MIL,SPECIAL FORCES,,,,,,MIL,,,NGA,NIGERIAN,NGA,,,,,,,,0,050,050,05,1,3.5,1,1,1,-4.00307929176289,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,1,Nigeria,NI,NI,,10,8,NI,1,Benin,BN,BN,,9.5,2.25,BN,20260427013000,https://www.eurasiareview.com/27042026-why-niger-can-seize-uranium-but-cannot-sell-it-analysis/
1301294522,20260427,202604,2026,2026.3205,GOV,RULER,,,,,,GOV,,,,,,,,,,,,,0,090,090,09,2,-2,5,1,5,1.11248454882571,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260427210000,https://nigerianobservernews.com/2026/04/edo-seals-10m-tonne-cement-deal/
1301153402,20260427,202604,2026,2026.3205,GOV,JUNTA,,,,,,GOV,,,,,,,,,,,,,0,010,010,01,1,0,10,1,10,-4.00307929176289,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260427013000,https://www.eurasiareview.com/27042026-why-niger-can-seize-uranium-but-cannot-sell-it-analysis/
1301191524,20260427,202604,2026,2026.3205,GHA,ACCRA,GHA,,,,,,,,,,,,,,,,,,1,173,173,17,4,-5,3,1,3,-4.63576158940397,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260427084500,https://ghanaiantimes.com.gh/spiritualist-gets-3-years-for-fraud/
1301225851,20260427,202604,2026,2026.3205,EDU,COLLEGE,,,,,,EDU,,,NGA,NIGERIA,NGA,,,,,,,,0,043,043,04,1,2.8,2,1,2,3.60777058279371,1,Benin,BN,BN,,9.5,2.25,BN,4,"Okitipupa, Ondo, Nigeria",NI,NI48,191290,6.50475,4.78391,-2022693,1,Benin,BN,BN,,9.5,2.25,BN,20260427130000,https://thesun.ng/osezua-to-deliver-11th-oaustech-inaugural-lecture/
1301294559,20260427,202604,2026,2026.3205,GOV,PRINCE,,,,,,GOV,,,MED,JOURNALIST,,,,,,MED,,,1,010,010,01,1,0,4,1,4,1.11248454882571,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260427210000,https://nigerianobservernews.com/2026/04/edo-seals-10m-tonne-cement-deal/
1301239397,20260427,202604,2026,2026.3205,GOV,CHIEF EXECUTIVE,,,,,,GOV,,,,,,,,,,,,,1,020,020,02,1,3,2,1,2,-6.06060606060606,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260427143000,https://pmnewsnigeria.com/2026/04/27/ndlea-intercepts-748kg-of-tramadol-arrests-suspects-in-edo/
1301296909,20260427,202604,2026,2026.3205,BUS,PRODUCER,,,,,,BUS,,,,,,,,,,,,,1,112,112,11,3,-2,10,1,10,-1.72413793103449,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260427211500,https://lanouvelletribune.info/2026/04/benin-face-a-la-flambee-les-producteurs-de-ciment-accusent-les-commercants-indelicats/
1301223784,20260427,202604,2026,2026.3205,GBR,UNITED KINGDOM,GBR,,,,,,,,,,,,,,,,,,1,112,112,11,3,-2,2,1,2,-5.56792873051225,1,United Kingdom,UK,UK,,54,-4,UK,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260427124500,https://allafrica.com/stories/202604270312.html
1301255460,20260427,202604,2026,2026.3205,BENGOV,BENIN,BEN,,,,,GOV,,,,,,,,,,,,,1,111,111,11,3,-2,10,1,10,-0.35971223021583,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260427160000,http://french.china.org.cn/foreign/txt/2026-04/27/content_118466292.htm
1301240938,20260427,202604,2026,2026.3205,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,1,051,051,05,1,3.4,2,1,2,3.3587786259542,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260427144500,https://www.prurgent.com/2026-04-26/pressrelease475157.htm
1301296906,20260427,202604,2026,2026.3205,BUS,PRODUCER,,,,,,BUS,,,,,,,,,,,,,1,084,084,08,2,7,10,1,10,-1.72413793103449,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260427211500,https://lanouvelletribune.info/2026/04/benin-face-a-la-flambee-les-producteurs-de-ciment-accusent-les-commercants-indelicats/
1301241741,20260427,202604,2026,2026.3205,TGO,TOGO,TGO,,,,,,,,,,,,,,,,,,1,051,051,05,1,3.4,1,1,1,3.3587786259542,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260427144500,https://www.prurgent.com/2026-04-26/pressrelease475157.htm
1301126177,20260426,202604,2026,2026.3178,GOV,GOVERNMENT,,,,,,GOV,,,NGA,BENIN CITY,NGA,,,,,,,,1,043,043,04,1,2.8,6,1,6,1.62162162162162,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260426191500,https://www.thisdaylive.com/2026/04/26/oredo-reps-seat-iyamus-rise-sparks-tension-amid-allegations-of-high-level-endorsement/
1301043938,20260426,202604,2026,2026.3178,MED,NEWS AGENCY,,,,,,MED,,,BEN,BENIN,BEN,,,,,,,,0,112,112,11,3,-2,10,1,10,-4.40699935191186,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260426004500,https://www.yahoo.com/news/articles/detained-anti-colonial-activist-grabbing-230913540.html
1301135136,20260426,202604,2026,2026.3178,,,,,,,,,,,BENGOV,BENIN,BEN,,,,,GOV,,,0,084,084,08,2,7,10,1,10,-2.05128205128205,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260426210000,https://lanouvelletribune.info/2026/04/mali-frappe-par-des-attaques-dampleur-le-benin-exprime-sa-solidarite/
1301135526,20260426,202604,2026,2026.3178,UAF,TERRORIST,,,,,,UAF,,,BENGOV,BENIN,BEN,,,,,GOV,,,1,190,190,19,4,-10,8,1,8,-2.05128205128205,4,"Bamako, Bamako, Mali",ML,ML01,81878,12.65,-8,-1064708,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260426210000,https://lanouvelletribune.info/2026/04/mali-frappe-par-des-attaques-dampleur-le-benin-exprime-sa-solidarite/
1301123452,20260426,202604,2026,2026.3178,EDU,SCHOOL,,,,,,EDU,,,CVL,CITIZEN,,,,,,CVL,,,1,010,010,01,1,0,10,1,10,-0.73529411764706,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260426181500,https://maliactu.net/benin-le-parcours-dore-de-wadagni-interroge-la-vitalite-democratique-ouest-africaine/
1301126364,20260426,202604,2026,2026.3178,NGA,BENIN CITY,NGA,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,1,042,042,04,1,1.9,10,1,10,1.62162162162162,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260426191500,https://www.thisdaylive.com/2026/04/26/oredo-reps-seat-iyamus-rise-sparks-tension-amid-allegations-of-high-level-endorsement/
1301067077,20260426,202604,2026,2026.3178,OPP,ACTIVIST,,,,,,OPP,,,AFR,AFRICA,AFR,,,,,,,,1,173,173,17,4,-5,10,1,10,4.21686746987952,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260426064500,https://africalog.com/benin-wilfried-leandre-houngbedji-appelle-la-justice-a-aller-jusquau-bout-dans-laffaire-kemi-seba/
1301084888,20260426,202604,2026,2026.3178,,,,,,,,,,,BEN,BENIN,BEN,,,,,,,,1,042,042,04,1,1.9,2,1,2,-1.25284738041002,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260426111500,https://www.asiaone.com/lifestyle/how-2-men-claimed-absurd-record-driving-old-3-wheel-car-length-africa
1301077545,20260426,202604,2026,2026.3178,SAU,MEDINA,SAU,,,,,,,,BEN,BENIN,BEN,,,,,,,,1,043,043,04,1,2.8,2,1,2,-2.91878172588833,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260426091500,https://senego.com/la-matinale-senego-diomaye-a-medina-gounass-senelec-reprend-wae-frapp-defend-kemi-seba_1953920.html
1301074227,20260426,202604,2026,2026.3178,GOVHLH,MINIST OF HEALTH,,,,,,GOV,HLH,,GOV,GOVERNMENT,,,,,,GOV,,,1,010,010,01,1,0,10,1,10,4.6875,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260426083000,https://www.gouv.bj/article/3491/lutte-contre-paludisme-speak-africa-renforce-partenariat-avec-benin/
1301075585,20260426,202604,2026,2026.3178,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,1,070,070,07,2,7,4,1,4,5.51724137931035,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260426091500,https://www.vanguardngr.com/2026/04/edo-carnival-2025-youths-hail-governor-monday-okpebholo/
1301084972,20260426,202604,2026,2026.3178,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,1,043,043,04,1,2.8,10,1,10,-1.25284738041002,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260426111500,https://www.asiaone.com/lifestyle/how-2-men-claimed-absurd-record-driving-old-3-wheel-car-length-africa
1301066873,20260426,202604,2026,2026.3178,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,1,100,100,10,3,-5,20,1,10,-7.7720207253886,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260426064500,https://africalog.com/benin-polemique-autour-de-la-demande-dextradition-de-kemi-seba/
1301135135,20260426,202604,2026,2026.3178,,,,,,,,,,,BENGOV,BENIN,BEN,,,,,GOV,,,0,010,010,01,1,0,10,1,10,-2.05128205128205,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260426210000,https://lanouvelletribune.info/2026/04/mali-frappe-par-des-attaques-dampleur-le-benin-exprime-sa-solidarite/
1301105740,20260426,202604,2026,2026.3178,GOV,PRESIDENT,,,,,,GOV,,,,,,,,,,,,,1,051,051,05,1,3.4,6,1,6,4.64,5,"Edo State, Edo, Nigeria",NI,NI37,191281,6.5,6,29623,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260426150000,https://pmnewsnigeria.com/2026/04/26/magaji-okpebholo-back-tinubus-re-election-as-city-boy-movement-storms-edo/
1301049386,20260426,202604,2026,2026.3178,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,1,010,010,01,1,0,4,1,4,6,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260426021500,https://thesun.ng/renewed-hope-otuaro-hails-national-youth-tour-rally-for-tinubu/
1301105743,20260426,202604,2026,2026.3178,GOV,PRESIDENT,,,,,,GOV,,,,,,,,,,,,,1,051,051,05,1,3.4,7,1,7,4.64,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260426150000,https://pmnewsnigeria.com/2026/04/26/magaji-okpebholo-back-tinubus-re-election-as-city-boy-movement-storms-edo/
1301081054,20260426,202604,2026,2026.3178,LAB,WORKER,,,,,,LAB,,,,,,,,,,,,,1,042,042,04,1,1.9,10,1,10,-7.93650793650793,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260426100000,https://www.zazoom.it/2026-04-26/operai-pagati-60-centesimi-a-capo-per-quattordici-ore-di-lavoro-al-giorno/19073531/
1301066862,20260426,202604,2026,2026.3178,AFR,AFRICA,AFR,,,,,,,,BEN,BENIN,BEN,,,,,,,,1,080,080,08,2,5,10,1,10,-7.7720207253886,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260426064500,https://africalog.com/benin-polemique-autour-de-la-demande-dextradition-de-kemi-seba/
1301126139,20260426,202604,2026,2026.3178,GOV,GOVERNOR,,,,,,GOV,,,,,,,,,,,,,0,020,020,02,1,3,10,1,10,1.62162162162162,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260426191500,https://www.thisdaylive.com/2026/04/26/oredo-reps-seat-iyamus-rise-sparks-tension-amid-allegations-of-high-level-endorsement/
1301135527,20260426,202604,2026,2026.3178,UAF,TERRORIST,,,,,,UAF,,,BENGOV,BENIN,BEN,,,,,GOV,,,1,190,190,19,4,-10,2,1,2,-2.05128205128205,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260426210000,https://lanouvelletribune.info/2026/04/mali-frappe-par-des-attaques-dampleur-le-benin-exprime-sa-solidarite/
1301043974,20260426,202604,2026,2026.3178,OPP,ACTIVIST,,,,,,OPP,,,BEN,BENINESE,BEN,,,,,,,,1,173,173,17,4,-5,6,1,6,-4.40699935191186,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260426004500,https://www.yahoo.com/news/articles/detained-anti-colonial-activist-grabbing-230913540.html
1301075584,20260426,202604,2026,2026.3178,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,1,025,025,02,1,-0.3,4,1,4,5.51724137931035,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260426091500,https://www.vanguardngr.com/2026/04/edo-carnival-2025-youths-hail-governor-monday-okpebholo/
1301043626,20260426,202604,2026,2026.3178,AFR,AFRICA,AFR,,,,,,,,MED,NEWS AGENCY,,,,,,MED,,,0,013,013,01,1,0.4,3,1,3,-4.40699935191186,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260426004500,https://www.yahoo.com/news/articles/detained-anti-colonial-activist-grabbing-230913540.html
1301049387,20260426,202604,2026,2026.3178,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,1,051,051,05,1,3.4,2,1,2,6,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260426021500,https://thesun.ng/renewed-hope-otuaro-hails-national-youth-tour-rally-for-tinubu/
